From Date,To Date,PM2.5,PM10,NOx,SO2
01-01-2025 00:00,01-01-2025 01:00,71.8,119.16,19.39,12.55
01-01-2025 01:00,01-01-2025 02:00,69.47,112.67,18.54,12.11
01-01-2025 02:00,01-01-2025 03:00,60.21,109.55,18.73,10.91
01-01-2025 03:00,01-01-2025 04:00,56.34,107.03,18.78,11.07
01-01-2025 04:00,01-01-2025 05:00,60.99,112.31,18.1,11.13
01-01-2025 05:00,01-01-2025 06:00,62.8,115.34,18.92,10.88
01-01-2025 06:00,01-01-2025 07:00,61.95,116.96,20.11,12.45
01-01-2025 07:00,01-01-2025 08:00,65.08,116.49,21.84,14.06
01-01-2025 08:00,01-01-2025 09:00,70.98,123.97,20.45,12.15
01-01-2025 09:00,01-01-2025 10:00,67.7,121.73,20.06,11.66
01-01-2025 10:00,01-01-2025 11:00,63.24,117.59,19.62,12.79
01-01-2025 11:00,01-01-2025 12:00,64.12,116.54,18.56,12.73
01-01-2025 12:00,01-01-2025 13:00,63.11,116.74,18.67,12.57
01-01-2025 13:00,01-01-2025 14:00,69.07,114.22,18.73,13.49
01-01-2025 14:00,01-01-2025 15:00,70.43,114.19,19.14,11.99
01-01-2025 15:00,01-01-2025 16:00,61.25,109.39,19.48,12.68
01-01-2025 16:00,01-01-2025 17:00,57.84,100.92,21.94,12.95
01-01-2025 17:00,01-01-2025 18:00,61.66,107.7,26.86,13.96
01-01-2025 18:00,01-01-2025 19:00,59.45,115.94,30.7,14.79
01-01-2025 19:00,01-01-2025 20:00,60.53,118.52,29.34,21.34
01-01-2025 20:00,01-01-2025 21:00,61.5,118.34,26.5,15.25
01-01-2025 21:00,01-01-2025 22:00,64.25,120.39,23.88,11.01
01-01-2025 22:00,01-01-2025 23:00,61.28,114.51,21.36,11
01-01-2025 23:00,02-01-2025 00:00,63.69,112.8,22.08,11.56
02-01-2025 00:00,02-01-2025 01:00,69.38,113.92,20.17,10.96
02-01-2025 01:00,02-01-2025 02:00,69.56,115.71,20.24,12.04
02-01-2025 02:00,02-01-2025 03:00,66.15,112.59,20.46,11.45
02-01-2025 03:00,02-01-2025 04:00,65.37,114.06,19.8,11.19
02-01-2025 04:00,02-01-2025 05:00,74.5,113.85,19.54,12.14
02-01-2025 05:00,02-01-2025 06:00,75.9,129.25,21.88,13.84
02-01-2025 06:00,02-01-2025 07:00,73.69,131.3,24.57,11.72
02-01-2025 07:00,02-01-2025 08:00,75.56,135.22,24.39,13.23
02-01-2025 08:00,02-01-2025 09:00,77.93,148.48,22.04,12.17
02-01-2025 09:00,02-01-2025 10:00,82.18,144.78,20.94,11.91
02-01-2025 10:00,02-01-2025 11:00,78.55,144.96,20.57,11.31
02-01-2025 11:00,02-01-2025 12:00,None,None,20.27,9.68
02-01-2025 12:00,02-01-2025 13:00,75.78,125.18,21.3,13.34
02-01-2025 13:00,02-01-2025 14:00,72.16,122.6,19.94,13.14
02-01-2025 14:00,02-01-2025 15:00,66.12,119.22,19.39,11.71
02-01-2025 15:00,02-01-2025 16:00,63.2,115.93,20.58,10.38
02-01-2025 16:00,02-01-2025 17:00,66.49,113.52,25.04,14.01
02-01-2025 17:00,02-01-2025 18:00,70.09,119.2,32.09,22.98
02-01-2025 18:00,02-01-2025 19:00,73.45,130.7,40.68,14.68
02-01-2025 19:00,02-01-2025 20:00,82.64,152.27,49.48,19.6
02-01-2025 20:00,02-01-2025 21:00,94.14,174.52,31.92,11.85
02-01-2025 21:00,02-01-2025 22:00,97.39,178.63,24.77,10.8
02-01-2025 22:00,02-01-2025 23:00,92.07,171.48,22.65,11.13
02-01-2025 23:00,03-01-2025 00:00,89.55,164.72,23.41,10.54
03-01-2025 00:00,03-01-2025 01:00,85.98,158.14,20.49,12.45
03-01-2025 01:00,03-01-2025 02:00,89.47,160.8,22.95,14.54
03-01-2025 02:00,03-01-2025 03:00,95.69,167.37,24.39,11.56
03-01-2025 03:00,03-01-2025 04:00,94.82,173.36,22.05,13.2
03-01-2025 04:00,03-01-2025 05:00,88.17,172.11,20.61,12.58
03-01-2025 05:00,03-01-2025 06:00,92.12,173.87,24.43,12.86
03-01-2025 06:00,03-01-2025 07:00,105.09,187.7,27.5,12.29
03-01-2025 07:00,03-01-2025 08:00,120.53,217.25,28.29,14.2
03-01-2025 08:00,03-01-2025 09:00,133.2,232.8,26.62,14.68
03-01-2025 09:00,03-01-2025 10:00,130.52,231.26,25.11,16.61
03-01-2025 10:00,03-01-2025 11:00,118.72,225.11,24.07,15.49
03-01-2025 11:00,03-01-2025 12:00,111.56,213.3,None,11.84
03-01-2025 12:00,03-01-2025 13:00,104.44,199.86,None,14.19
03-01-2025 13:00,03-01-2025 14:00,99.76,186.59,21.46,16.7
03-01-2025 14:00,03-01-2025 15:00,93.08,180.6,22.39,10.85
03-01-2025 15:00,03-01-2025 16:00,87.56,171.49,24.51,9.1
03-01-2025 16:00,03-01-2025 17:00,84.52,159.81,31.68,13.1
03-01-2025 17:00,03-01-2025 18:00,84.63,161.22,42.18,14.83
03-01-2025 18:00,03-01-2025 19:00,91.67,174.87,56.74,13.72
03-01-2025 19:00,03-01-2025 20:00,104.53,198.24,52.85,18.38
03-01-2025 20:00,03-01-2025 21:00,115.6,223.49,50.3,14.51
03-01-2025 21:00,03-01-2025 22:00,118.48,224.74,33.95,14.28
03-01-2025 22:00,03-01-2025 23:00,113.59,216.24,29.01,14.57
03-01-2025 23:00,04-01-2025 00:00,108.81,210.33,29.9,16.19
04-01-2025 00:00,04-01-2025 01:00,110.35,210.73,25.56,13.35
04-01-2025 01:00,04-01-2025 02:00,115.97,215.32,24.68,14.32
04-01-2025 02:00,04-01-2025 03:00,119.31,211.86,24.57,13.26
04-01-2025 03:00,04-01-2025 04:00,115.37,208.89,22.66,12.22
04-01-2025 04:00,04-01-2025 05:00,112.98,210.43,22.23,12.89
04-01-2025 05:00,04-01-2025 06:00,118.12,213.5,25.48,13.26
04-01-2025 06:00,04-01-2025 07:00,125.24,230.14,28.09,12.29
04-01-2025 07:00,04-01-2025 08:00,148.26,271.33,31.89,15.45
04-01-2025 08:00,04-01-2025 09:00,163.2,293.06,33.68,15.58
04-01-2025 09:00,04-01-2025 10:00,182.35,300.24,27.28,16.27
04-01-2025 10:00,04-01-2025 11:00,194.08,273.04,25.36,15.13
04-01-2025 11:00,04-01-2025 12:00,163.34,231.18,23.92,15.55
04-01-2025 12:00,04-01-2025 13:00,130.71,199.81,21.11,15.59
04-01-2025 13:00,04-01-2025 14:00,144.83,146.11,21.29,15.58
04-01-2025 14:00,04-01-2025 15:00,134.54,178.43,20.83,12.7
04-01-2025 15:00,04-01-2025 16:00,98.32,152.14,22.6,11.69
04-01-2025 16:00,04-01-2025 17:00,65.47,146.79,24.55,13.74
04-01-2025 17:00,04-01-2025 18:00,59.96,143.44,42.42,15.79
04-01-2025 18:00,04-01-2025 19:00,59.03,133.89,48.94,16.9
04-01-2025 19:00,04-01-2025 20:00,79.22,141.43,37.82,19.2
04-01-2025 20:00,04-01-2025 21:00,100.09,165.63,38.47,16.94
04-01-2025 21:00,04-01-2025 22:00,99.98,176.14,30.46,16.54
04-01-2025 22:00,04-01-2025 23:00,88.72,170.29,27.87,14.55
04-01-2025 23:00,05-01-2025 00:00,87.28,166.55,26.25,14.65
05-01-2025 00:00,05-01-2025 01:00,97.82,173.72,24.33,12.74
05-01-2025 01:00,05-01-2025 02:00,113.42,186.53,22.63,13.14
05-01-2025 02:00,05-01-2025 03:00,108.33,186.9,22.88,12.05
05-01-2025 03:00,05-01-2025 04:00,104.09,184.81,28.05,11.93
05-01-2025 04:00,05-01-2025 05:00,108.94,203.01,28.82,13.49
05-01-2025 05:00,05-01-2025 06:00,160.68,252.95,27.46,14.86
05-01-2025 06:00,05-01-2025 07:00,212.34,293.37,28.32,14.82
05-01-2025 07:00,05-01-2025 08:00,165.93,291.05,31.73,25.7
05-01-2025 08:00,05-01-2025 09:00,152.81,280.94,31.47,20.82
05-01-2025 09:00,05-01-2025 10:00,167.14,283.18,25.93,21.42
05-01-2025 10:00,05-01-2025 11:00,124.35,244.3,22.7,18.5
05-01-2025 11:00,05-01-2025 12:00,76.75,183.71,22.25,20.68
05-01-2025 12:00,05-01-2025 13:00,63.2,137.84,20.6,17.62
05-01-2025 13:00,05-01-2025 14:00,66.3,112.16,20.16,21.33
05-01-2025 14:00,05-01-2025 15:00,57.87,96.37,19.8,16.01
05-01-2025 15:00,05-01-2025 16:00,48.18,92.85,18.59,14.93
05-01-2025 16:00,05-01-2025 17:00,38.45,83.97,21.46,16.05
05-01-2025 17:00,05-01-2025 18:00,45.12,93.08,28.87,16.74
05-01-2025 18:00,05-01-2025 19:00,54.26,116.1,45.26,15.93
05-01-2025 19:00,05-01-2025 20:00,65.51,141.74,60.73,20.11
05-01-2025 20:00,05-01-2025 21:00,86.76,194.62,None,20.14
05-01-2025 21:00,05-01-2025 22:00,97.05,206.42,34.86,17.34
05-01-2025 22:00,05-01-2025 23:00,93.57,195.49,None,13.71
05-01-2025 23:00,06-01-2025 00:00,92.84,187.87,27.92,14.76
06-01-2025 00:00,06-01-2025 01:00,94.53,181.53,30.99,13.65
06-01-2025 01:00,06-01-2025 02:00,98.49,197.42,28.32,14.43
06-01-2025 02:00,06-01-2025 03:00,100.59,200.69,24.27,14.08
06-01-2025 03:00,06-01-2025 04:00,98.89,197.23,25.12,14.85
06-01-2025 04:00,06-01-2025 05:00,101.32,206.35,27.14,12.26
06-01-2025 05:00,06-01-2025 06:00,111.62,223.22,23.38,12.04
06-01-2025 06:00,06-01-2025 07:00,107.89,216.97,25.9,13.17
06-01-2025 07:00,06-01-2025 08:00,113.03,225.56,36.8,18.27
06-01-2025 08:00,06-01-2025 09:00,133.96,254.06,35.93,23.61
06-01-2025 09:00,06-01-2025 10:00,148.31,271.06,28.07,18.29
06-01-2025 10:00,06-01-2025 11:00,138.28,256.78,24.23,16.77
06-01-2025 11:00,06-01-2025 12:00,None,None,21.2,10.23
06-01-2025 12:00,06-01-2025 13:00,95.24,147.86,21.4,16.23
06-01-2025 13:00,06-01-2025 14:00,91.73,147.35,21.1,17.31
06-01-2025 14:00,06-01-2025 15:00,81.11,137.34,20.59,17.08
06-01-2025 15:00,06-01-2025 16:00,65.67,119.81,22.52,16.74
06-01-2025 16:00,06-01-2025 17:00,59.16,110,26.04,14.91
06-01-2025 17:00,06-01-2025 18:00,61.25,112.39,39.88,18.25
06-01-2025 18:00,06-01-2025 19:00,65.31,127.12,39.82,17.07
06-01-2025 19:00,06-01-2025 20:00,70.38,141.48,40.46,18.76
06-01-2025 20:00,06-01-2025 21:00,82.12,154,50.52,16.51
06-01-2025 21:00,06-01-2025 22:00,93.98,172.38,40.27,18.04
06-01-2025 22:00,06-01-2025 23:00,95.88,179.31,32.38,15.84
06-01-2025 23:00,07-01-2025 00:00,92.79,173.19,33.47,15.13
07-01-2025 00:00,07-01-2025 01:00,90.4,170.85,28.11,13.57
07-01-2025 01:00,07-01-2025 02:00,94.85,174.29,29.35,14.86
07-01-2025 02:00,07-01-2025 03:00,103.62,185.25,30.66,15.18
07-01-2025 03:00,07-01-2025 04:00,110.45,200.07,30.73,16.56
07-01-2025 04:00,07-01-2025 05:00,117.95,214.48,29.48,13.92
07-01-2025 05:00,07-01-2025 06:00,124.72,228.19,28.49,14.08
07-01-2025 06:00,07-01-2025 07:00,126.53,231.34,35.88,13.05
07-01-2025 07:00,07-01-2025 08:00,133.86,239.21,39.5,15.66
07-01-2025 08:00,07-01-2025 09:00,155.77,271.88,36.38,18.38
07-01-2025 09:00,07-01-2025 10:00,170.33,298.43,32.52,18.97
07-01-2025 10:00,07-01-2025 11:00,163.43,287.06,25.41,17.64
07-01-2025 11:00,07-01-2025 12:00,138.83,243.24,24.69,18.82
07-01-2025 12:00,07-01-2025 13:00,121.98,204.41,22.18,18.45
07-01-2025 13:00,07-01-2025 14:00,109.34,175.16,20.69,24.69
07-01-2025 14:00,07-01-2025 15:00,95.66,154.61,21.19,17.52
07-01-2025 15:00,07-01-2025 16:00,88.53,146.24,22.76,18.03
07-01-2025 16:00,07-01-2025 17:00,85.96,144.69,24.61,14.98
07-01-2025 17:00,07-01-2025 18:00,86.53,150.17,24.22,15.04
07-01-2025 18:00,07-01-2025 19:00,85.72,152.42,24.95,12.71
07-01-2025 19:00,07-01-2025 20:00,82.71,148.42,26.68,16.59
07-01-2025 20:00,07-01-2025 21:00,89.05,164.87,25.24,18.4
07-01-2025 21:00,07-01-2025 22:00,95.41,177.13,23.71,17.24
07-01-2025 22:00,07-01-2025 23:00,96.55,172.56,25.35,17.72
07-01-2025 23:00,08-01-2025 00:00,95.92,169.72,24.76,22.95
08-01-2025 00:00,08-01-2025 01:00,92.89,163.76,21.53,15.14
08-01-2025 01:00,08-01-2025 02:00,91.52,155.83,18.34,14.03
08-01-2025 02:00,08-01-2025 03:00,85,147.6,17.11,10.46
08-01-2025 03:00,08-01-2025 04:00,74.71,138.77,17.09,10.69
08-01-2025 04:00,08-01-2025 05:00,68.79,128.79,17.29,11.82
08-01-2025 05:00,08-01-2025 06:00,64.45,119.56,18.46,12.02
08-01-2025 06:00,08-01-2025 07:00,61.7,115.41,20.39,14.17
08-01-2025 07:00,08-01-2025 08:00,64.52,116.73,23.5,14.7
08-01-2025 08:00,08-01-2025 09:00,68.35,121.43,21.59,15.03
08-01-2025 09:00,08-01-2025 10:00,69.13,123.92,18.92,14.09
08-01-2025 10:00,08-01-2025 11:00,68.02,124.36,18.77,9.8
08-01-2025 11:00,08-01-2025 12:00,65.23,121.03,None,6.7
08-01-2025 12:00,08-01-2025 13:00,63.23,117.59,None,11.31
08-01-2025 13:00,08-01-2025 14:00,57.15,106.11,14.32,9.67
08-01-2025 14:00,08-01-2025 15:00,56.05,94.96,17.77,9.24
08-01-2025 15:00,08-01-2025 16:00,59.34,95.9,18.83,7.26
08-01-2025 16:00,08-01-2025 17:00,57.16,98.73,19.41,10.66
08-01-2025 17:00,08-01-2025 18:00,51.49,106.54,31.78,12.9
08-01-2025 18:00,08-01-2025 19:00,53.46,123.48,48.34,15.33
08-01-2025 19:00,08-01-2025 20:00,64.27,142.37,44.5,19.61
08-01-2025 20:00,08-01-2025 21:00,92.95,165.62,33.71,18.64
08-01-2025 21:00,08-01-2025 22:00,91.71,178.82,30.64,18.98
08-01-2025 22:00,08-01-2025 23:00,91.72,178.5,31.31,15.33
08-01-2025 23:00,09-01-2025 00:00,91.2,175.74,33.5,15.38
09-01-2025 00:00,09-01-2025 01:00,93.26,176.58,28.47,13.18
09-01-2025 01:00,09-01-2025 02:00,93.38,179.17,27.14,15.3
09-01-2025 02:00,09-01-2025 03:00,91.07,180.11,26.02,14.14
09-01-2025 03:00,09-01-2025 04:00,90.25,175.85,22.23,18.72
09-01-2025 04:00,09-01-2025 05:00,91.81,167.97,20.38,14.47
09-01-2025 05:00,09-01-2025 06:00,89.8,160.82,20.37,16.88
09-01-2025 06:00,09-01-2025 07:00,87.23,161.91,22.42,15
09-01-2025 07:00,09-01-2025 08:00,87.75,165.48,27.15,17.88
09-01-2025 08:00,09-01-2025 09:00,95.94,169.85,25.33,18.52
09-01-2025 09:00,09-01-2025 10:00,101.84,177.35,22.6,18.61
09-01-2025 10:00,09-01-2025 11:00,94.2,175.51,24.84,23.77
09-01-2025 11:00,09-01-2025 12:00,81.2,165.59,25.98,29.98
09-01-2025 12:00,09-01-2025 13:00,82.43,161.03,22.77,22.27
09-01-2025 13:00,09-01-2025 14:00,86.52,163.57,24.48,28.95
09-01-2025 14:00,09-01-2025 15:00,83.28,163.06,26.38,24.65
09-01-2025 15:00,09-01-2025 16:00,79.55,162.51,28.13,34.12
09-01-2025 16:00,09-01-2025 17:00,82.94,168.27,30.59,25.68
09-01-2025 17:00,09-01-2025 18:00,89.8,176.4,38.45,24.99
09-01-2025 18:00,09-01-2025 19:00,95.2,185.81,55.83,21.7
09-01-2025 19:00,09-01-2025 20:00,104.75,205.16,99.29,25.21
09-01-2025 20:00,09-01-2025 21:00,164.03,246.49,68.43,19.71
09-01-2025 21:00,09-01-2025 22:00,186.25,276.11,41.25,22
09-01-2025 22:00,09-01-2025 23:00,126.2,250.51,23.57,17.34
09-01-2025 23:00,10-01-2025 00:00,84.07,209.17,24.75,24.38
10-01-2025 00:00,10-01-2025 01:00,74.44,179.8,24.95,15.23
10-01-2025 01:00,10-01-2025 02:00,82.02,168.16,24.06,13.79
10-01-2025 02:00,10-01-2025 03:00,84.8,160.04,23.65,12.91
10-01-2025 03:00,10-01-2025 04:00,84.46,159.56,25.91,12.39
10-01-2025 04:00,10-01-2025 05:00,92.43,289.82,26.7,13.3
10-01-2025 05:00,10-01-2025 06:00,102.85,307.92,26.87,17.72
10-01-2025 06:00,10-01-2025 07:00,106.23,213.88,29.28,16.1
10-01-2025 07:00,10-01-2025 08:00,109.42,208.45,38.3,19.06
10-01-2025 08:00,10-01-2025 09:00,125.91,264.27,33.09,22.97
10-01-2025 09:00,10-01-2025 10:00,133.21,270.77,24.1,19.79
10-01-2025 10:00,10-01-2025 11:00,117.66,204.13,21.33,12.95
10-01-2025 11:00,10-01-2025 12:00,108.63,176.08,20.52,13.04
10-01-2025 12:00,10-01-2025 13:00,95.59,146.2,20.19,8.08
10-01-2025 13:00,10-01-2025 14:00,96.28,141.31,19.64,9.46
10-01-2025 14:00,10-01-2025 15:00,96.21,127.53,22.69,12.24
10-01-2025 15:00,10-01-2025 16:00,89.88,122.31,21.5,11.39
10-01-2025 16:00,10-01-2025 17:00,84.19,116.79,24.22,12.8
10-01-2025 17:00,10-01-2025 18:00,80.84,118.57,34.78,14.3
10-01-2025 18:00,10-01-2025 19:00,84.3,141.35,54.46,15.56
10-01-2025 19:00,10-01-2025 20:00,99.03,179.56,69.89,18.28
10-01-2025 20:00,10-01-2025 21:00,105.59,217.83,60.84,15.78
10-01-2025 21:00,10-01-2025 22:00,125.48,243.07,64.25,15.58
10-01-2025 22:00,10-01-2025 23:00,126.84,245.37,46.09,16.14
10-01-2025 23:00,11-01-2025 00:00,123.96,219.69,32.95,15.83
11-01-2025 00:00,11-01-2025 01:00,113.92,199.11,34.14,13.77
11-01-2025 01:00,11-01-2025 02:00,116.3,203.31,27.14,13.27
11-01-2025 02:00,11-01-2025 03:00,112.51,200.13,27.7,14.34
11-01-2025 03:00,11-01-2025 04:00,105.91,193.22,26.11,15.39
11-01-2025 04:00,11-01-2025 05:00,106.4,198.55,27.21,12.65
11-01-2025 05:00,11-01-2025 06:00,109.45,214.98,35.12,12.5
11-01-2025 06:00,11-01-2025 07:00,111.72,208.72,30.57,13.53
11-01-2025 07:00,11-01-2025 08:00,110.71,195.68,32.93,22.09
11-01-2025 08:00,11-01-2025 09:00,112.39,204.97,31.15,26.35
11-01-2025 09:00,11-01-2025 10:00,126.22,226.82,33.12,28.09
11-01-2025 10:00,11-01-2025 11:00,129.05,237.72,23.77,23.2
11-01-2025 11:00,11-01-2025 12:00,106.53,200.83,22.92,26.53
11-01-2025 12:00,11-01-2025 13:00,89.66,167.14,21.33,24.91
11-01-2025 13:00,11-01-2025 14:00,91.6,159.66,21.57,26.65
11-01-2025 14:00,11-01-2025 15:00,88.19,158.81,20.46,19.65
11-01-2025 15:00,11-01-2025 16:00,84.13,149.2,20.59,18.14
11-01-2025 16:00,11-01-2025 17:00,80.3,141.97,27.84,14.75
11-01-2025 17:00,11-01-2025 18:00,83.75,150.62,35.08,16.04
11-01-2025 18:00,11-01-2025 19:00,94.13,175.63,59.43,14.06
11-01-2025 19:00,11-01-2025 20:00,110.72,217.31,77.56,16.49
11-01-2025 20:00,11-01-2025 21:00,142.11,305.36,99.2,17.25
11-01-2025 21:00,11-01-2025 22:00,192.94,459.91,128.38,20.44
11-01-2025 22:00,11-01-2025 23:00,223.8,453.94,94.58,18.78
11-01-2025 23:00,12-01-2025 00:00,201.74,371.84,75.81,17.21
12-01-2025 00:00,12-01-2025 01:00,170.16,282.76,67.72,17.83
12-01-2025 01:00,12-01-2025 02:00,175.41,297.81,49.47,16.92
12-01-2025 02:00,12-01-2025 03:00,137.93,246.81,43.17,12.96
12-01-2025 03:00,12-01-2025 04:00,119.16,205.72,41.42,14.67
12-01-2025 04:00,12-01-2025 05:00,118.61,209.44,43.04,13.25
12-01-2025 05:00,12-01-2025 06:00,124.69,233.75,41.88,13.06
12-01-2025 06:00,12-01-2025 07:00,130.36,235.79,44.2,11.96
12-01-2025 07:00,12-01-2025 08:00,134.72,232.74,44.18,15.62
12-01-2025 08:00,12-01-2025 09:00,172.17,296.11,51.01,21.68
12-01-2025 09:00,12-01-2025 10:00,246.61,416.25,39.77,49.66
12-01-2025 10:00,12-01-2025 11:00,202.4,326.6,35.12,41.58
12-01-2025 11:00,12-01-2025 12:00,135.76,243.17,31.74,44.88
12-01-2025 12:00,12-01-2025 13:00,95.09,181.75,31.24,39.94
12-01-2025 13:00,12-01-2025 14:00,117.87,204.77,26.46,38.62
12-01-2025 14:00,12-01-2025 15:00,100.21,194.64,26.4,34.67
12-01-2025 15:00,12-01-2025 16:00,113.39,182.24,27.32,33.55
12-01-2025 16:00,12-01-2025 17:00,142.49,193.06,33.98,26.93
12-01-2025 17:00,12-01-2025 18:00,136.28,204.14,57.79,26.91
12-01-2025 18:00,12-01-2025 19:00,128.97,243.31,103.46,23.43
12-01-2025 19:00,12-01-2025 20:00,156.87,284.28,95.03,26.07
12-01-2025 20:00,12-01-2025 21:00,188.02,364.81,104.41,21.81
12-01-2025 21:00,12-01-2025 22:00,229.22,485,132.02,27.29
12-01-2025 22:00,12-01-2025 23:00,228.29,423.09,82.86,23.65
12-01-2025 23:00,13-01-2025 00:00,179.28,294.43,48.54,24.32
13-01-2025 00:00,13-01-2025 01:00,129.11,211.21,36.97,18.1
13-01-2025 01:00,13-01-2025 02:00,123.82,212.12,31.65,19.06
13-01-2025 02:00,13-01-2025 03:00,116.23,201.52,32.64,15.49
13-01-2025 03:00,13-01-2025 04:00,113.5,204.81,33.84,16.04
13-01-2025 04:00,13-01-2025 05:00,130,235.43,30.34,14.81
13-01-2025 05:00,13-01-2025 06:00,151.29,272.05,41.36,14.65
13-01-2025 06:00,13-01-2025 07:00,159.29,280.55,37.31,15.39
13-01-2025 07:00,13-01-2025 08:00,140.5,236.09,40.51,25.52
13-01-2025 08:00,13-01-2025 09:00,142.72,240.87,35.87,25.87
13-01-2025 09:00,13-01-2025 10:00,167.98,269.06,26.09,24.8
13-01-2025 10:00,13-01-2025 11:00,None,None,25.3,20.31
13-01-2025 11:00,13-01-2025 12:00,None,None,None,14.7
13-01-2025 12:00,13-01-2025 13:00,79.1,145.27,20.54,16.72
13-01-2025 13:00,13-01-2025 14:00,None,None,20.45,17.34
13-01-2025 14:00,13-01-2025 15:00,None,None,21.03,14.43
13-01-2025 15:00,13-01-2025 16:00,None,None,22.36,12.97
13-01-2025 16:00,13-01-2025 17:00,43.93,85.49,28.78,14.01
13-01-2025 17:00,13-01-2025 18:00,56.51,112.84,41.59,17.19
13-01-2025 18:00,13-01-2025 19:00,73.78,150.4,52.99,16.34
13-01-2025 19:00,13-01-2025 20:00,89.08,183.66,53.31,18.99
13-01-2025 20:00,13-01-2025 21:00,97.67,202.34,44.45,18.42
13-01-2025 21:00,13-01-2025 22:00,100.63,208.75,36.19,14.92
13-01-2025 22:00,13-01-2025 23:00,92.11,190.22,39.55,17.57
13-01-2025 23:00,14-01-2025 00:00,85.72,176.34,35.54,18.84
14-01-2025 00:00,14-01-2025 01:00,86.1,177.19,30.26,14.13
14-01-2025 01:00,14-01-2025 02:00,84.29,173.24,26.77,14.76
14-01-2025 02:00,14-01-2025 03:00,81.36,166.88,25.23,14.99
14-01-2025 03:00,14-01-2025 04:00,78.35,160.35,22.85,14.49
14-01-2025 04:00,14-01-2025 05:00,79.03,161.81,22.83,13.99
14-01-2025 05:00,14-01-2025 06:00,85.57,176.03,24.43,15.38
14-01-2025 06:00,14-01-2025 07:00,99.34,205.96,24.84,13.33
14-01-2025 07:00,14-01-2025 08:00,103.58,215.18,None,15.86
14-01-2025 08:00,14-01-2025 09:00,263.75,563.37,27.4,17.67
14-01-2025 09:00,14-01-2025 10:00,163.22,344,22.67,21.56
14-01-2025 10:00,14-01-2025 11:00,109.74,228.55,21.72,24.39
14-01-2025 11:00,14-01-2025 12:00,85.57,176,20.65,27.63
14-01-2025 12:00,14-01-2025 13:00,85.82,176.56,19.55,22.92
14-01-2025 13:00,14-01-2025 14:00,82.76,169.92,19.03,28.36
14-01-2025 14:00,14-01-2025 15:00,None,None,18.9,23.09
14-01-2025 15:00,14-01-2025 16:00,74.05,150.97,20.41,22.9
14-01-2025 16:00,14-01-2025 17:00,74.6,152.18,25.33,19.14
14-01-2025 17:00,14-01-2025 18:00,91.53,159.08,41.22,18.88
14-01-2025 18:00,14-01-2025 19:00,113.22,170.37,57.34,23.27
14-01-2025 19:00,14-01-2025 20:00,143.2,192.34,55.78,27.77
14-01-2025 20:00,14-01-2025 21:00,156.47,223.11,72.38,31.78
14-01-2025 21:00,14-01-2025 22:00,168.85,233.85,45.62,29.19
14-01-2025 22:00,14-01-2025 23:00,142.14,221.52,38.06,24.5
14-01-2025 23:00,15-01-2025 00:00,115.91,209.33,34.36,22.95
15-01-2025 00:00,15-01-2025 01:00,119.69,203.57,27.35,15.44
15-01-2025 01:00,15-01-2025 02:00,103.44,197.31,23.64,15.74
15-01-2025 02:00,15-01-2025 03:00,93.82,188.5,23.68,16.36
15-01-2025 03:00,15-01-2025 04:00,100.28,201.63,27.04,15.93
15-01-2025 04:00,15-01-2025 05:00,112.11,212.3,22.93,15.4
15-01-2025 05:00,15-01-2025 06:00,107.98,201.31,23.25,14.59
15-01-2025 06:00,15-01-2025 07:00,102.99,194.52,19.88,12.17
15-01-2025 07:00,15-01-2025 08:00,101.2,190.63,20.62,12.01
15-01-2025 08:00,15-01-2025 09:00,100.16,186.94,21.34,12.11
15-01-2025 09:00,15-01-2025 10:00,96.72,178.69,22.27,12.3
15-01-2025 10:00,15-01-2025 11:00,97.3,178.78,22.46,15.61
15-01-2025 11:00,15-01-2025 12:00,106.12,187.15,23.05,17.66
15-01-2025 12:00,15-01-2025 13:00,113.47,196.05,21.11,17.11
15-01-2025 13:00,15-01-2025 14:00,109.66,192.23,22.95,26.37
15-01-2025 14:00,15-01-2025 15:00,104.2,183.49,25.29,26.81
15-01-2025 15:00,15-01-2025 16:00,101.47,179.08,34.94,51.96
15-01-2025 16:00,15-01-2025 17:00,91.91,166.7,29.41,18.79
15-01-2025 17:00,15-01-2025 18:00,90.74,167.93,40.66,18.03
15-01-2025 18:00,15-01-2025 19:00,99.17,184.44,43.59,21.77
15-01-2025 19:00,15-01-2025 20:00,105.27,196.4,41.85,26.82
15-01-2025 20:00,15-01-2025 21:00,101.52,196.65,33.49,24.78
15-01-2025 21:00,15-01-2025 22:00,97.92,184.91,26.37,19.79
15-01-2025 22:00,15-01-2025 23:00,87.24,173.41,23.33,14.12
15-01-2025 23:00,16-01-2025 00:00,84.39,163.47,21.34,13.18
16-01-2025 00:00,16-01-2025 01:00,89.09,159.42,20.96,10.92
16-01-2025 01:00,16-01-2025 02:00,86.76,154.75,19.48,11.11
16-01-2025 02:00,16-01-2025 03:00,85.12,153.68,20.44,10.82
16-01-2025 03:00,16-01-2025 04:00,None,None,None,None
16-01-2025 04:00,16-01-2025 05:00,None,None,None,None
16-01-2025 05:00,16-01-2025 06:00,78.22,503.24,None,None
16-01-2025 06:00,16-01-2025 07:00,85.28,421.49,None,6.2
16-01-2025 07:00,16-01-2025 08:00,94.47,221.96,19.3,2.96
16-01-2025 08:00,16-01-2025 09:00,91.82,191.86,19.97,12.47
16-01-2025 09:00,16-01-2025 10:00,95.59,180.28,19.41,13.96
