Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 12:00:00,130.13,203.0,12.15,39.28,51.43,33.48,10.7,0.24,34.56,5.16,,,,,,,30.89,1.01,260.82,0.0,0.0,515.38,1018.75,
2019-01-01 13:00:00,98.33,160.56,13.39,36.95,50.35,32.06,10.66,0.18,35.16,4.6,,,,,,,26.49,0.81,265.6,0.0,0.0,473.6,1017.67,
2019-01-01 14:00:00,81.12,124.1,12.2,34.16,46.37,31.14,8.4,0.13,31.96,4.58,,,,,,,24.23,0.95,267.7,0.0,0.0,361.85,1017.02,
2019-01-01 15:00:00,77.26,112.52,12.5,34.1,46.6,30.79,8.17,0.11,31.75,4.28,,,,,,,24.8,1.01,350.83,0.0,0.0,177.72,1016.92,
2019-01-01 16:00:00,73.92,99.62,11.22,41.45,52.64,28.47,8.04,0.22,25.27,4.24,,,,,,,32.36,0.95,229.26,0.0,0.0,34.28,1017.25,
2019-01-01 17:00:00,67.98,101.41,14.3,55.58,69.87,23.45,10.08,0.52,18.65,6.91,,,,,,,41.93,0.78,247.06,0.0,0.0,5.37,1017.75,
2019-01-01 18:00:00,70.83,114.79,29.72,93.01,122.73,13.86,11.58,1.28,6.83,15.6,,,,,,,51.45,0.57,257.99,0.0,0.0,3.45,1018.35,
2019-01-01 19:00:00,96.89,151.79,55.65,116.71,172.36,,11.1,2.32,1.22,21.32,,,,,,,59.35,0.62,269.32,0.0,0.0,5.52,1018.85,
2019-01-01 20:00:00,125.53,201.46,54.1,110.11,164.21,16.48,8.55,2.18,1.22,25.4,,,,,,,61.55,0.45,278.67,0.0,0.0,6.57,1019.27,
2019-01-01 21:00:00,157.41,241.24,23.34,83.11,106.45,26.5,8.2,1.2,4.03,18.56,,,,,,,61.31,0.87,265.93,0.0,0.0,6.53,1019.55,
2019-01-01 22:00:00,149.47,212.62,21.79,67.88,89.67,31.22,6.88,0.93,9.93,11.97,,,,,,,61.18,0.93,175.85,0.0,0.0,6.85,1019.57,
2019-01-01 23:00:00,144.18,181.47,20.04,54.03,74.08,36.34,6.46,0.59,14.31,8.83,,,,,,,60.96,1.09,341.55,0.0,0.0,6.57,1019.5,
2019-01-02 00:00:00,112.56,143.76,18.51,49.72,68.23,35.57,4.19,0.45,12.3,9.18,,,,,,,65.48,1.02,340.52,0.0,0.0,5.8,1019.27,
2019-01-02 01:00:00,108.41,134.59,19.96,45.84,65.8,35.89,4.13,0.57,11.37,10.63,,,,,,,70.97,0.81,283.63,0.0,0.0,4.77,1019.22,
2019-01-02 02:00:00,108.21,137.87,21.41,48.31,69.71,33.46,4.34,0.72,8.37,9.07,,,,,,,74.88,0.76,271.36,0.0,0.0,5.33,1018.93,
2019-01-02 03:00:00,107.49,158.47,20.64,55.6,76.23,30.93,5.49,0.85,5.17,7.77,,,,,,,76.7,0.92,308.74,0.0,0.0,5.95,1018.7,
2019-01-02 04:00:00,112.58,165.02,22.74,54.2,76.94,29.57,5.79,0.85,5.44,8.71,,,,,,,77.21,0.94,328.42,0.0,0.0,6.22,1018.55,
2019-01-02 05:00:00,110.43,167.55,22.0,45.74,67.75,32.19,4.99,1.01,5.44,9.74,,,,,,,81.75,0.92,318.53,0.0,0.0,5.92,1018.72,
2019-01-02 06:00:00,118.02,163.27,21.95,47.27,69.22,30.99,4.82,1.19,4.58,9.8,,,,,,,83.68,1.01,339.04,0.0,0.0,12.25,1019.38,
2019-01-02 07:00:00,125.46,169.11,22.22,54.0,76.22,28.44,11.32,1.83,5.64,10.83,,,,,,,79.48,0.97,340.88,0.0,0.0,50.38,1020.1,
2019-01-02 08:00:00,134.99,180.85,23.75,76.15,99.9,20.52,27.39,2.01,8.66,12.22,,,,,,,69.03,0.57,328.25,0.0,0.0,177.55,1021.05,
2019-01-02 09:00:00,153.03,211.58,19.12,70.15,89.26,26.25,32.99,1.51,17.59,11.04,,,,,,,58.63,0.7,312.23,0.0,0.0,174.45,1021.4,
2019-01-02 10:00:00,173.15,237.04,16.81,55.36,72.17,33.08,20.33,0.91,22.91,8.56,,,,,,,48.26,0.6,229.77,0.0,0.0,249.03,1020.8,
2019-01-02 11:00:00,168.64,242.03,14.67,41.4,56.07,36.91,13.14,0.42,31.14,6.56,,,,,,,36.87,0.41,286.86,0.0,0.0,476.25,1019.58,
2019-01-02 12:00:00,140.06,205.74,14.35,40.45,54.81,33.92,18.73,0.27,33.25,4.98,,,,,,,29.75,0.74,169.49,0.0,0.0,498.67,1018.1,
2019-01-02 13:00:00,134.41,178.15,11.51,46.05,57.5,28.16,30.91,0.29,31.68,5.03,,,,,,,26.0,0.76,221.63,0.0,0.0,436.43,1016.98,
2019-01-02 14:00:00,108.44,149.46,10.53,45.5,56.02,19.68,28.38,0.22,27.93,4.15,,,,,,,21.77,0.79,233.53,0.0,0.0,335.02,1016.35,
2019-01-02 15:00:00,49.27,98.2,10.08,39.97,50.05,16.72,29.87,0.17,25.93,4.01,,,,,,,22.57,0.77,265.31,0.0,0.0,168.42,1016.3,
2019-01-02 16:00:00,61.09,175.46,9.43,45.58,55.01,11.23,12.59,0.51,21.35,4.55,,,,,,,32.42,0.81,255.02,0.0,0.0,31.05,1016.62,
2019-01-02 17:00:00,65.88,181.75,15.3,69.28,84.57,9.82,10.89,0.86,9.81,7.67,,,,,,,43.53,0.89,252.95,0.0,0.0,5.23,1017.15,
2019-01-02 18:00:00,81.04,199.95,28.06,96.52,124.59,8.59,11.14,1.48,6.16,15.99,,,,,,,51.81,0.7,298.13,0.0,0.0,3.75,1017.72,
2019-01-02 19:00:00,101.96,254.8,43.24,117.91,161.15,0.87,13.18,2.3,1.88,24.44,,,,,,,56.43,0.75,260.93,0.0,0.0,5.23,1018.35,
2019-01-02 20:00:00,131.25,261.97,62.15,125.66,187.81,2.07,13.46,2.56,1.42,23.38,,,,,,,61.27,0.68,244.88,0.0,0.0,5.85,1018.68,
2019-01-02 21:00:00,178.39,308.77,87.53,125.53,213.06,1.87,11.7,3.35,1.37,26.24,,,,,,,69.58,0.79,324.41,0.0,0.0,5.73,1018.68,
2019-01-02 22:00:00,215.43,348.91,84.34,118.5,202.83,8.09,12.18,3.33,1.57,28.25,,,,,,,71.49,0.99,212.75,0.0,0.0,6.0,1018.75,
2019-01-02 23:00:00,236.25,362.38,61.62,108.48,170.1,26.89,16.0,2.02,0.88,27.57,,,,,,,67.66,0.86,349.51,0.0,0.0,6.78,1018.77,
2019-01-03 00:00:00,206.56,296.86,31.13,77.65,108.77,35.43,15.45,0.88,1.04,20.64,,,,,,,72.85,1.21,337.53,0.0,0.0,5.85,1018.68,
2019-01-03 01:00:00,175.71,266.06,28.44,68.46,96.9,37.54,12.21,0.79,1.87,21.88,,,,,,,76.34,1.09,345.55,0.0,0.0,5.6,1018.6,
2019-01-03 02:00:00,166.34,255.96,30.18,65.16,95.34,37.17,12.1,0.74,3.19,18.71,,,,,,,76.8,1.06,346.69,0.0,0.0,5.6,1018.38,
2019-01-03 03:00:00,169.54,249.72,27.88,61.57,89.45,37.47,12.58,0.7,4.17,13.48,,,,,,,78.23,1.05,347.74,0.0,0.0,5.95,1018.28,
2019-01-03 04:00:00,178.9,251.44,28.75,62.59,91.34,34.17,10.7,0.8,2.75,12.84,,,,,,,82.7,1.09,316.09,0.0,0.0,5.38,1018.35,
2019-01-03 05:00:00,181.36,250.57,28.53,59.65,88.18,33.15,6.81,0.99,0.93,11.93,,,,,,,87.52,0.93,278.9,0.0,0.0,5.12,1018.68,
2019-01-03 06:00:00,178.41,241.64,33.47,62.64,96.1,29.31,6.12,1.1,0.69,10.22,,,,,,,84.05,0.92,334.45,0.0,0.0,11.5,1019.55,
2019-01-03 07:00:00,177.15,240.99,29.2,66.11,95.31,28.53,10.8,1.27,2.08,10.97,,,,,,,81.38,0.89,312.8,0.0,0.0,49.33,1020.58,
2019-01-03 08:00:00,175.49,246.01,27.92,75.66,103.58,27.03,24.34,1.42,5.64,11.76,,,,,,,72.11,0.69,324.0,0.0,0.0,169.43,1021.43,
2019-01-03 09:00:00,183.0,257.21,23.06,71.59,94.65,31.37,34.99,1.38,13.31,10.58,,,,,,,59.44,0.53,310.08,0.0,0.0,177.12,1021.65,
2019-01-03 10:00:00,186.05,269.36,20.27,60.77,81.03,36.6,29.21,1.26,22.17,9.27,,,,,,,50.51,0.59,282.31,0.0,0.0,248.25,1021.32,
2019-01-03 11:00:00,179.9,272.11,16.76,57.63,74.39,35.81,28.2,0.94,30.21,9.12,,,,,,,40.09,0.76,328.21,0.0,0.0,434.9,1020.35,
2019-01-03 12:00:00,167.94,262.24,15.89,55.05,70.93,34.34,28.12,0.63,34.62,7.7,,,,,,,33.96,0.64,310.65,0.0,0.0,439.45,1019.18,
2019-01-03 13:00:00,154.25,247.75,16.36,49.04,65.41,34.05,22.95,0.59,37.96,6.69,,,,,,,32.64,0.99,343.5,0.0,0.0,376.57,1018.18,
2019-01-03 14:00:00,124.15,213.35,15.12,44.71,59.83,32.23,19.83,0.4,36.1,5.91,,,,,,,31.44,1.0,350.34,0.0,0.0,275.65,1017.55,
2019-01-03 15:00:00,106.88,185.22,15.19,45.61,60.79,30.79,21.17,0.27,31.05,5.52,,,,,,,31.57,0.89,315.59,0.0,0.0,140.2,1017.15,
2019-01-03 16:00:00,101.1,176.78,13.87,55.38,69.25,27.18,20.37,0.47,22.35,5.4,,,,,,,38.01,0.94,238.46,0.0,0.0,32.82,1017.2,
2019-01-03 17:00:00,99.53,214.34,19.37,76.46,95.83,19.23,18.11,0.72,13.38,8.49,,,,,,,44.47,0.72,263.28,0.0,0.0,5.53,1017.43,
2019-01-03 18:00:00,100.38,237.5,18.59,84.99,103.58,19.04,15.52,0.91,7.44,16.49,,,,,,,47.86,0.81,248.94,0.0,0.0,4.35,1017.93,
2019-01-03 19:00:00,102.0,222.09,51.06,115.46,166.52,16.28,15.97,2.35,4.04,18.13,,,,,,,54.83,0.67,282.27,0.0,0.0,5.75,1018.6,
2019-01-03 20:00:00,213.87,344.91,77.6,126.72,204.32,6.78,14.87,3.37,1.71,28.79,,,,,,,63.7,0.83,229.63,0.0,0.0,5.85,1019.1,
2019-01-03 21:00:00,287.32,429.92,46.14,104.6,150.74,17.48,16.59,2.26,1.5,29.12,,,,,,,62.51,0.64,168.73,0.0,0.0,6.17,1019.2,
2019-01-03 22:00:00,244.66,353.22,36.22,101.09,137.31,25.07,14.05,1.26,1.92,20.38,,,,,,,60.5,0.75,345.16,0.0,0.0,6.15,1019.22,
2019-01-03 23:00:00,195.99,288.14,27.72,80.9,108.62,34.04,9.65,0.92,3.94,12.41,,,,,,,63.46,0.52,224.35,0.0,0.0,5.8,1019.3,
2019-01-04 00:00:00,128.53,188.17,23.94,69.37,93.31,37.98,7.63,0.52,8.56,15.3,,,,,,,65.24,0.76,327.64,0.0,0.0,5.53,1019.3,
2019-01-04 01:00:00,122.76,204.88,24.38,60.42,84.8,38.95,6.1,0.69,6.22,42.1,,,,,,,77.05,0.9,209.99,0.0,0.0,4.72,1019.2,
2019-01-04 02:00:00,129.92,217.22,24.4,57.36,81.76,38.88,4.8,0.74,4.38,30.74,,,,,,,81.55,0.81,222.75,0.0,0.0,5.33,1018.98,
2019-01-04 03:00:00,142.97,225.77,26.08,57.43,83.51,37.14,4.03,0.83,2.33,12.88,,,,,,,83.34,0.85,242.38,0.0,0.0,5.67,1018.48,
2019-01-04 04:00:00,147.45,219.72,29.6,56.95,86.55,33.26,3.33,0.95,1.23,12.67,,,,,,,84.58,0.74,30.62,0.0,0.0,5.9,1018.5,
2019-01-04 05:00:00,143.14,205.14,29.24,58.48,87.72,32.94,4.49,1.24,1.08,12.89,,,,,,,81.92,0.63,118.63,0.0,0.0,6.4,1018.9,
2019-01-04 06:00:00,141.75,204.02,28.74,60.77,89.51,31.66,9.23,1.48,1.63,12.41,,,,,,,80.06,0.82,256.95,0.0,0.0,12.3,1019.4,
2019-01-04 07:00:00,138.7,204.5,32.65,71.86,104.51,26.61,21.32,2.08,2.65,13.72,,,,,,,76.28,0.98,336.77,0.0,0.0,48.58,1020.35,
2019-01-04 08:00:00,149.45,224.45,33.88,99.93,133.81,20.18,49.3,2.86,4.32,15.99,,,,,,,67.71,0.79,329.13,0.0,0.0,163.07,1021.38,
2019-01-04 09:00:00,175.97,271.62,25.38,87.6,112.98,33.51,59.18,2.28,13.35,16.23,,,,,,,58.79,0.75,323.07,0.0,0.0,173.65,1021.95,
2019-01-04 10:00:00,189.63,291.23,23.14,67.76,90.9,44.29,37.24,1.3,21.4,12.7,,,,,,,50.45,0.68,309.23,0.0,0.0,246.65,1021.57,
2019-01-04 11:00:00,188.46,291.35,20.11,59.58,79.69,47.03,20.51,0.89,27.6,9.46,,,,,,,44.32,0.81,327.71,0.0,0.0,427.13,1020.5,
2019-01-04 12:00:00,173.25,281.12,17.47,45.2,62.67,49.1,7.39,0.27,28.93,7.62,,,,,,,33.98,0.96,252.19,0.0,0.0,459.8,1019.3,
2019-01-04 13:00:00,141.49,250.74,18.34,40.09,58.44,48.24,5.19,0.09,28.64,6.17,,,,,,,28.57,1.14,338.81,0.0,0.0,392.3,1018.5,
2019-01-04 14:00:00,111.47,112.97,17.46,44.12,61.59,45.05,4.18,0.11,28.21,4.89,,,,,,,29.82,1.13,342.72,0.0,0.0,273.53,1017.95,
2019-01-04 15:00:00,97.12,130.86,15.94,41.05,56.99,46.27,5.05,0.19,25.58,4.75,,,,,,,34.32,0.81,152.65,0.0,0.0,144.25,1017.57,
2019-01-04 16:00:00,92.61,178.23,18.15,57.29,77.49,40.47,9.3,0.65,15.36,7.49,,,,,,,47.12,0.55,220.7,0.0,0.0,20.85,1017.9,
2019-01-04 17:00:00,69.67,193.88,23.11,74.63,97.73,26.6,10.76,1.03,10.41,14.22,,,,,,,42.23,0.44,202.1,0.0,0.0,4.93,1018.43,
2019-01-04 18:00:00,100.27,220.94,41.84,102.88,144.72,26.88,9.74,1.72,4.81,18.64,,,,,,,62.97,0.59,295.8,0.0,0.0,3.57,1019.22,
2019-01-04 19:00:00,130.67,288.62,65.6,124.38,189.97,4.62,12.03,2.17,1.26,29.72,,,,,,,66.24,0.74,239.47,0.0,0.0,4.75,1019.92,
2019-01-04 20:00:00,165.68,322.51,51.5,110.06,161.56,19.31,12.93,1.76,0.8,36.26,,,,,,,65.63,0.77,244.86,0.0,0.0,5.33,1020.33,
2019-01-04 21:00:00,200.44,336.48,38.88,94.43,133.31,34.54,14.33,1.52,1.75,30.95,,,,,,,64.68,0.78,325.47,0.0,0.0,5.58,1020.33,
2019-01-04 22:00:00,203.5,303.89,36.4,83.4,119.79,41.21,12.18,1.31,2.88,23.09,,,,,,,67.63,0.78,293.77,0.0,0.0,5.3,1020.23,
2019-01-04 23:00:00,181.88,261.0,44.19,94.64,138.83,33.6,11.65,1.46,2.48,20.88,,,,,,,71.12,0.73,273.28,0.0,0.0,5.32,1020.05,
2019-01-05 00:00:00,166.5,250.51,43.11,87.35,130.46,39.72,7.74,1.07,1.0,32.74,,,,,,,73.56,0.61,189.91,0.0,0.0,5.2,1019.57,
2019-01-05 01:00:00,141.6,247.16,32.59,68.95,101.54,50.17,5.13,0.6,2.13,22.21,,,,,,,77.72,0.67,268.74,0.0,0.0,5.18,1019.23,
2019-01-05 02:00:00,131.36,221.89,31.55,69.46,101.0,49.33,4.7,0.46,2.12,17.57,,,,,,,78.78,0.6,202.23,0.0,0.0,5.45,1018.95,
2019-01-05 03:00:00,130.62,202.64,35.3,72.59,107.89,45.11,4.18,0.57,1.31,16.92,,,,,,,82.49,0.6,228.73,0.0,0.0,5.38,1018.5,
2019-01-05 04:00:00,136.11,208.9,38.3,76.32,114.61,39.95,4.26,0.91,0.12,14.01,,,,,,,83.27,0.85,303.47,0.0,0.0,6.15,1018.3,
2019-01-05 05:00:00,152.27,225.6,40.51,76.17,116.67,38.25,4.84,1.08,0.31,15.66,,,,,,,85.83,0.88,251.66,0.0,0.0,5.38,1018.48,
2019-01-05 06:00:00,165.15,241.46,40.98,74.28,115.26,38.27,6.13,1.11,0.46,14.6,,,,,,,87.21,1.02,340.78,0.0,0.0,10.9,1019.07,
2019-01-05 07:00:00,168.52,254.8,37.71,73.74,111.44,40.3,8.58,1.07,1.46,17.9,,,,,,,85.41,1.12,337.66,0.0,0.0,47.85,1020.05,
2019-01-05 08:00:00,173.26,266.4,35.26,89.22,124.49,38.02,15.73,1.0,5.08,21.21,,,,,,,74.55,0.75,329.4,0.0,0.0,166.47,1020.73,
2019-01-05 09:00:00,190.64,281.72,27.82,76.4,104.22,46.12,19.29,0.97,12.05,15.05,,,,,,,63.72,0.6,314.16,0.0,0.0,174.15,1020.8,
2019-01-05 10:00:00,201.4,291.9,23.23,57.65,80.87,52.88,13.21,0.58,21.47,10.05,,,,,,,49.79,1.19,89.56,0.0,0.0,258.37,1020.23,
2019-01-05 11:00:00,178.98,262.91,14.33,43.55,57.71,47.03,13.51,0.24,27.16,7.17,,,,,,,37.09,1.2,98.29,0.0,0.0,453.85,1019.0,
2019-01-05 12:00:00,80.92,239.39,16.4,45.63,62.03,52.67,7.79,0.2,28.66,5.85,,,,,,,30.52,1.14,6.07,0.0,0.0,503.73,1017.8,
2019-01-05 13:00:00,23.81,134.99,10.95,41.01,52.03,17.79,4.93,0.38,27.36,3.81,,,,,,,27.96,1.2,263.43,0.0,0.0,436.1,1016.77,
2019-01-05 14:00:00,72.1,105.62,8.72,27.85,36.45,18.9,5.68,0.37,27.4,3.18,,,,,,,24.15,1.27,267.16,0.0,0.0,358.5,1016.05,
2019-01-05 15:00:00,68.72,117.08,10.11,28.0,38.11,18.93,3.88,0.28,26.5,,,,,,,,23.35,1.1,351.43,0.0,0.0,111.25,1015.5,
2019-01-05 16:00:00,49.71,116.83,8.4,34.61,43.01,16.69,3.21,0.38,25.31,27.14,,,,,,,27.6,0.97,349.86,0.0,0.0,32.22,1015.57,
2019-01-05 17:00:00,16.14,114.45,8.7,47.38,56.07,9.18,5.03,0.74,11.81,4.21,,,,,,,39.08,0.64,272.47,0.0,0.0,9.3,1016.15,
2019-01-05 18:00:00,62.8,116.41,11.46,63.17,74.63,9.4,6.95,1.13,7.99,7.89,,,,,,,48.7,0.56,252.14,0.0,0.0,3.3,1016.88,
2019-01-05 19:00:00,70.04,128.61,42.53,89.91,132.44,11.29,9.71,1.94,3.89,16.3,,,,,,,54.07,0.82,296.35,0.0,0.0,5.28,1017.23,
2019-01-05 20:00:00,84.19,139.88,62.2,112.99,175.19,2.39,14.32,2.06,0.88,23.12,,,,,,,55.92,0.89,343.16,0.0,0.0,5.52,1017.47,
2019-01-05 21:00:00,114.25,195.39,35.38,91.44,126.82,16.56,16.01,1.34,0.92,17.23,,,,,,,61.48,0.72,254.41,0.0,0.0,5.22,1017.73,
2019-01-05 22:00:00,118.93,189.65,29.14,82.11,111.25,29.26,12.4,1.05,1.19,11.57,,,,,,,69.18,0.51,211.89,0.0,0.0,4.98,1017.55,
2019-01-05 23:00:00,115.3,188.61,26.68,75.83,102.5,34.34,9.35,0.94,0.96,10.28,,,,,,,73.83,0.69,297.59,0.0,0.0,5.3,1017.35,
2019-01-06 00:00:00,112.28,182.53,29.68,72.68,102.36,36.01,6.35,0.65,0.92,9.39,,,,,,,77.5,0.83,180.29,0.0,0.0,5.93,1017.02,
2019-01-06 01:00:00,107.16,166.39,26.9,57.52,84.42,44.48,5.03,0.51,2.72,8.68,,,,,,,80.57,0.56,207.53,0.0,0.0,5.53,1016.57,
2019-01-06 02:00:00,99.68,152.99,28.53,57.45,85.98,43.82,5.12,0.71,2.81,10.01,,,,,,,82.32,0.45,233.18,0.0,0.0,5.52,1016.38,
2019-01-06 03:00:00,98.86,148.94,29.58,67.44,97.02,38.23,5.56,1.12,0.58,12.41,,,,,,,83.46,0.87,305.62,0.0,0.0,5.5,1016.17,
2019-01-06 04:00:00,117.21,160.94,32.38,69.06,101.44,37.61,6.1,1.06,0.06,11.17,,,,,,,86.95,0.8,306.64,0.0,0.0,5.23,1016.05,
2019-01-06 05:00:00,124.57,182.28,37.53,68.65,106.17,37.19,8.37,1.02,0.03,10.29,,,,,,,87.0,1.01,345.25,0.0,0.0,5.2,1016.32,
2019-01-06 06:00:00,132.19,194.08,39.21,68.93,108.14,37.51,7.14,0.99,0.23,10.01,,,,,,,88.67,0.84,281.45,0.0,0.0,10.48,1017.23,
2019-01-06 07:00:00,135.92,204.12,38.54,68.71,107.25,39.61,8.79,1.16,0.96,8.8,,,,,,,85.42,0.84,307.63,0.0,0.0,45.07,1018.2,
2019-01-06 08:00:00,143.2,210.35,32.93,79.35,112.28,39.34,19.76,1.09,4.97,10.04,,,,,,,73.69,0.72,332.27,0.0,0.0,218.1,1018.73,
2019-01-06 09:00:00,150.92,216.48,25.33,67.76,93.09,46.87,24.11,0.97,12.5,10.34,,,,,,,62.0,0.64,229.47,0.0,0.0,160.23,1018.8,
2019-01-06 10:00:00,150.75,216.82,21.17,52.39,73.56,51.05,18.28,0.65,20.0,8.83,,,,,,,48.66,0.56,235.91,0.0,0.0,217.65,1018.43,
2019-01-06 11:00:00,137.16,206.1,19.67,41.42,61.09,52.07,12.0,0.2,22.75,5.45,,,,,,,37.21,0.64,127.84,0.0,0.0,492.0,1017.48,
2019-01-06 12:00:00,108.4,165.56,18.32,33.68,52.01,51.78,7.41,0.06,23.35,3.83,,,,,,,29.7,0.78,119.76,0.0,0.0,564.75,1016.18,
2019-01-06 13:00:00,81.16,124.22,17.64,33.65,51.3,48.46,6.12,0.15,23.75,3.81,,,,,,,24.99,0.86,49.81,0.0,0.0,523.4,1015.25,
2019-01-06 14:00:00,52.74,87.27,17.97,32.19,50.16,49.27,5.72,0.11,23.4,3.71,,,,,,,24.3,0.99,15.22,0.0,0.0,417.2,1014.68,
2019-01-06 15:00:00,50.5,73.42,17.09,34.41,51.5,47.79,7.97,0.24,23.07,3.56,,,,,,,27.96,0.99,102.12,0.0,0.0,188.53,1014.35,
2019-01-06 16:00:00,44.38,73.18,15.91,35.6,51.51,48.21,6.8,0.21,19.06,3.9,,,,,,,34.67,0.99,237.89,0.0,0.0,25.45,1014.25,
2019-01-06 17:00:00,41.93,74.99,19.42,45.12,64.55,43.6,8.43,0.55,12.85,6.76,,,,,,,44.77,0.75,247.17,0.0,0.0,4.52,1014.38,
2019-01-06 18:00:00,44.66,90.13,39.78,83.54,123.31,31.76,11.94,1.79,5.0,14.6,,,,,,,54.26,0.69,277.35,0.0,0.0,2.65,1014.78,
2019-01-06 19:00:00,71.52,136.06,69.96,107.21,177.16,5.16,13.19,2.5,1.04,25.94,,,,,,,60.26,0.61,258.37,0.0,0.0,4.7,1015.18,
2019-01-06 20:00:00,107.0,183.62,67.1,100.94,168.05,9.8,10.02,2.3,0.99,29.2,,,,,,,63.47,0.76,249.83,0.0,0.0,5.6,1015.62,
2019-01-06 21:00:00,135.43,209.41,61.14,92.01,153.15,7.93,11.3,3.45,1.56,28.12,,,,,,,69.27,0.76,250.04,0.0,0.0,5.4,1015.85,
2019-01-06 22:00:00,144.91,230.04,84.31,99.14,183.44,,9.01,4.61,1.75,28.64,,,,,,,75.53,0.73,268.9,0.0,0.0,5.43,1015.88,
2019-01-06 23:00:00,164.93,269.05,90.77,97.14,187.9,7.86,8.79,4.43,1.31,31.53,,,,,,,76.64,0.77,299.17,0.0,0.0,5.95,1015.8,
2019-01-07 00:00:00,182.46,280.33,46.7,73.68,120.37,36.53,6.64,1.54,0.4,37.63,,,,,,,77.8,0.86,311.01,0.0,0.0,5.65,1015.55,
2019-01-07 01:00:00,169.04,239.65,38.54,72.08,110.63,42.92,6.2,0.9,0.16,53.11,,,,,,,78.57,0.4,297.82,0.0,0.0,6.08,1014.98,
2019-01-07 02:00:00,157.56,217.09,44.67,80.15,124.82,35.97,7.09,0.93,0.14,54.91,,,,,,,81.34,0.65,162.01,0.0,0.0,5.95,1014.65,
2019-01-07 03:00:00,149.55,211.28,51.39,78.42,129.82,34.81,7.14,0.78,0.11,29.78,,,,,,,87.01,0.86,197.19,0.0,0.0,5.45,1014.27,
2019-01-07 04:00:00,151.03,228.26,64.5,77.62,142.12,29.03,5.71,0.99,0.14,14.68,,,,,,,88.31,0.89,309.43,0.0,0.0,5.55,1014.27,
2019-01-07 05:00:00,156.06,224.23,61.51,79.31,140.82,32.0,7.07,1.12,0.15,16.25,,,,,,,87.75,1.11,336.49,0.0,0.0,5.58,1014.83,
2019-01-07 06:00:00,155.67,226.93,55.66,73.01,128.67,38.94,8.41,0.72,0.17,16.85,,,,,,,88.75,1.3,340.93,0.0,0.0,10.22,1015.55,
2019-01-07 07:00:00,158.76,232.36,43.27,73.78,117.05,46.24,11.06,0.51,0.55,18.93,,,,,,,82.67,1.01,293.75,0.0,0.0,41.87,1016.28,
